    696 115.492955     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    697 115.494835     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    698 115.540865     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    699 115.558744     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      22     Sent Write Command, Handle: 0x0016 (Unknown)
    700 115.638760     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      19     Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
    702 115.649953     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      19     Sent Write Command, Handle: 0x0016 (Unknown)
    703 115.932410     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      116    Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
    705 116.452671     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      19     Sent Write Command, Handle: 0x0016 (Unknown)
    706 116.687061     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    708 116.711708     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      19     Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
    710 116.760023     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    712 119.743052     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      18     Sent Write Command, Handle: 0x0016 (Unknown)
    714 120.028660     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      19     Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
    716 120.035134     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    738 120.320106     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    740 120.325180     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    742 120.417321     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    743 120.418595     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    745 120.464964     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    746 120.465772     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    747 120.466356     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    748 120.479796     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      20     Sent Write Command, Handle: 0x0016 (Unknown)
    749 120.482132     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    753 120.563323     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    755 120.564839     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    756 120.565287     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    758 120.565674     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    759 120.566659     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    761 120.575505     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    762 120.660021     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      19     Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
    763 120.660912     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      51     Rcvd Handle Value Notification, Handle: 0x0018 (Unknown)
    766 120.761872     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    767 120.762237     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    768 120.806059     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    769 120.806555     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    770 120.810823     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    771 120.821008     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
    773 120.904391     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    774 120.904719     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    776 120.952440     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    777 120.953041     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    778 120.953679     32:35:47:33:b8:02 ()  04:00:6e:a3:68:57 (Pixel 9a) ATT      28     Rcvd Handle Value Notification, Handle: 0x0012 (Unknown)
    779 120.965578     04:00:6e:a3:68:57 (Pixel 9a) 32:35:47:33:b8:02 ()  ATT      28     Sent Write Request, Handle: 0x0010 (Unknown)
